protein,degree,clustering_coefficient,betweenness_centrality,closeness_centrality,pagerank,drug_target
HTR1D,21,0.4095238095238095,2.6643567770563243e-05,0.2728044882368901,8.150948948658017e-05,1
CHDH,19,0.5555555555555556,0.00017286102811453667,0.2573239828290784,8.676637856486734e-05,0
PDE4B,35,0.2907563025210084,0.00045147493616905503,0.28870242394357915,0.0001289075814634412,1
PDE4D,36,0.2698412698412698,0.00020592980923153016,0.2963027776368907,0.00012704207544998722,1
RAPGEF3,30,0.46436781609195404,3.537720173239884e-05,0.28871074485734277,0.00011428933940304829,0
PDE4C-2,23,0.35177865612648224,4.551097149363517e-05,0.28113463005726375,8.537605740035024e-05,0
PDE4C,4,0.6666666666666666,2.301862602293446e-06,0.24972846040013877,2.9898790826997506e-05,1
PDE4A,40,0.2846153846153846,0.00025350163634559465,0.2986437303550881,0.000138847214592102,1
RAPGEF4,31,0.3956989247311828,3.4434487347556444e-05,0.2898636496200696,0.00011471009148286683,0
PDE7A,22,0.41125541125541126,2.2807130100074167e-05,0.28370646889006357,7.479063795836985e-05,1
TSFM,67,0.6037991858887382,0.0004384900702073996,0.2740134038233544,0.00011856279156258073,0
CLPP,38,0.19203413940256045,0.000889427249301275,0.2792536590440848,0.00012983778586890388,1
ERAL1,8,0.42857142857142855,7.146102937761e-05,0.2487362932948541,3.2777215514737005e-05,0
RRAGB,22,0.5411255411255411,7.163317722179861e-05,0.27313922679746866,8.270601464307586e-05,0
RRAGC,22,0.5367965367965368,0.00030511975754973065,0.27147369857097386,9.614476102466712e-05,0
RRAGD,19,0.6666666666666666,3.4813212604771394e-05,0.2929578569757074,7.312342457279387e-05,0
SLC38A9,12,0.48484848484848486,0.0003207163522332189,0.25136403110512573,6.217031001180511e-05,0
LIMD1,8,0.39285714285714285,2.102662954018052e-05,0.2512316413415521,5.47220962981095e-05,0
RPS14,165,0.41034737620103473,0.0002413857071212723,0.29986852278312726,0.0002562649762513344,0
ADAT1,2,1.0,0.0,0.22642649194327227,2.0693715227940702e-05,0
RPSA,134,0.5195825384356414,0.0005798435100910635,0.3078871370391998,0.00021862527168823784,1
EEF1G,76,0.7129824561403508,0.00013519507980606828,0.29342984368065983,0.0001297409709386831,0
MRPL58,44,0.9228329809725159,0.0,0.2547456386646245,8.081165293403176e-05,0
MRPL21,102,0.5703746845272762,0.0001876329526491976,0.2850871731670423,0.00016190908384030957,0
TUFM,129,0.3485949612403101,0.0028092937853401905,0.30584721554623734,0.00024147866451300375,1
MITF,17,0.2647058823529412,0.00037273615174046164,0.30197479813006045,9.117299964690787e-05,0
HSCB,22,0.41125541125541126,0.00013729528350516935,0.2654734053367176,9.931945980305979e-05,0
NUBPL,10,0.9555555555555556,1.0427240847995952e-06,0.22525540822060638,5.116813306673684e-05,0
ABCB7,21,0.41904761904761906,0.00011954110250785045,0.24107402781022252,0.00011063793365943426,0
ISCA2,18,0.738562091503268,2.0387223261765673e-05,0.23858209887987342,8.87088303541823e-05,0
FXN,50,0.17877551020408164,0.0022932191410119,0.2912034653208049,0.0002436489617656567,1
ISCA1,23,0.5731225296442688,9.541909077883089e-05,0.2522184510920124,0.00010613801111246965,0
LYRM4,30,0.4413793103448276,0.00020828905444855313,0.26688090807189124,0.00013173490320080678,0
NFS1,41,0.2621951219512195,0.0013333021040748943,0.277697604889398,0.00021099365046049564,1
GLRX5,24,0.4384057971014493,0.00012213151768706958,0.2641642406004843,0.00012016768103480448,0
ISCU,36,0.33650793650793653,0.00018477857744222262,0.2719232315427104,0.00015873441921226142,0
HSPA9,111,0.13202293202293203,0.005993835933293699,0.3353343600552479,0.00039637118764667865,0
MOCS3,9,0.5277777777777778,3.171455140937637e-05,0.24636271528702325,6.189037228352564e-05,0
CTU1,9,0.25,2.925037798256223e-05,0.24890316818413133,5.2092987165223455e-05,0
URM1,5,0.9,3.934807867168284e-08,0.2265647660997979,3.865679087476337e-05,0
CIAO3,9,0.6666666666666666,2.1247962482708734e-06,0.22411643108041807,5.343061091638988e-05,0
CIAPIN1,9,0.6388888888888888,0.0,0.22170572359723706,5.776603980662772e-05,0
NUBP1,8,0.7142857142857143,0.0,0.22139701632380077,5.207533610611144e-05,0
CIAO1,11,0.34545454545454546,3.560017417820505e-05,0.24641119756888627,6.210289455968643e-05,0
GLRX3,19,0.4619883040935672,4.175814849032341e-05,0.25553846947883585,9.623447433768201e-05,0
MOCOS,15,0.24761904761904763,0.00017215604170500238,0.2735046553875868,7.463766783752515e-05,1
TSTD1,11,0.2727272727272727,7.800264745677727e-05,0.25342444414122917,5.487164791340499e-05,0
TSTD3,8,0.25,3.327863753657576e-05,0.24586686965711957,4.46090604573735e-05,0
BOLA3,17,0.75,9.846856687588631e-06,0.2402875648524843,8.718489583297422e-05,0
BOLA2B,10,0.8666666666666667,0.0,0.2316576398226305,5.555424932503793e-05,0
BOLA1,16,0.7833333333333333,2.341210680965129e-06,0.23493381499062727,8.259640981857471e-05,0
BOLA2,10,0.8666666666666667,7.274476044427365e-06,0.2316576398226305,5.5403271858597074e-05,0
SLC25A26,1,0.0,0.0,0.2171919083187781,1.887156925805392e-05,0
TRMU,1,0.0,0.0,0.2171919083187781,1.88871199182662e-05,0
ERCC1,80,0.4170886075949367,7.184467314465891e-05,0.2825859852056637,0.00019500191087419203,0
DNA2,64,0.4861111111111111,1.8405063798679648e-05,0.2717609333578504,0.000153058958596063,0
DDB1,63,0.2980030721966206,0.0007856740715094538,0.30670875699848027,0.00019225616185810615,0
RPA1,103,0.33942509042451935,0.0007422982251347408,0.30671814824613014,0.00024990464040385203,0
XRCC4,49,0.5680272108843537,8.789377073287155e-06,0.2777515043274744,0.0001340845870592878,0
RAD52,66,0.4643356643356643,0.00018156187201081255,0.2819099992561947,0.00016164898492651933,0
MSH6,86,0.37975376196990424,0.0002612302547980244,0.3090173989255419,0.00021394187215934514,0
ERCC3,85,0.32605042016806723,0.0007474167543686155,0.30969571815026636,0.00021561016898338512,0
ERCC2,64,0.40228174603174605,0.00022090995068249538,0.2861049926759501,0.00017580433418860314,0
RAD23B,39,0.7058029689608637,1.0787931569153045e-06,0.27384860175429526,0.00010480776839248843,0
XPA,56,0.45064935064935063,0.00024230546846022293,0.2988486531092922,0.00014188321023782095,0
RFC2,50,0.5853061224489796,1.9305151098294394e-05,0.27106965426125357,0.0001230148744705148,0
POLD3,40,0.5564102564102564,0.00012507278656777787,0.26980655597194403,0.00011823973378146387,0
CDC45,132,0.3062687948184131,0.000538057924031176,0.30057034847332087,0.00030117045274422955,0
POLD2,41,0.55,2.2757945001734562e-05,0.25762841426805116,0.00011761554669453153,0
MCM6,72,0.4209702660406886,0.00028038129258818806,0.28188620001042225,0.00018305755962372416,0
MCM4,90,0.3318352059925094,0.0011614372381520623,0.3079249947302685,0.00023488943631355457,0
POLE2,63,0.46953405017921146,0.0003526145280097298,0.27498374886269805,0.0001752007230339538,1
MCM3,92,0.3416149068322981,0.001051946290738271,0.29241907997344596,0.00022795169180735156,0
POLA1,71,0.4012072434607646,0.00024058890852817077,0.2702651630576939,0.00019673138204033156,1
CHEK1,117,0.2928087238432066,0.0006435755352507666,0.3161367166436396,0.0002764110270001867,1
MCM5,77,0.38448393711551604,0.00020766112469308416,0.2807878907798281,0.00019605765717662163,0
MCM7,76,0.383859649122807,7.681236807695887e-05,0.2849574148314615,0.00019441534885657498,0
HUS1,38,0.6557610241820768,0.00012906169804311973,0.2960575736240687,9.583310987281205e-05,0
RAD9A,49,0.5348639455782312,1.536788397620913e-05,0.2977648703537459,0.00012051824961461958,0
RFC5,39,0.7017543859649122,7.845023185166767e-06,0.26924814545668113,0.00010003624022295072,0
RFC1,31,0.6430107526881721,1.5006373503413043e-05,0.269052886131728,7.814606976871173e-05,0
RFC4,70,0.46128364389233956,8.840037724576946e-05,0.2747800851342852,0.00016631138947801943,0
RFC3,59,0.5160724722384571,0.00014381558804172278,0.2756951616549338,0.00014129902768209208,0
CHTF18,29,0.7980295566502463,1.6919673828823622e-06,0.2491631968651684,7.730702971637386e-05,0
MCM2,68,0.43459174714661986,0.00017759263457480654,0.2830571082418369,0.0001763350159860271,0
POLD4,11,0.8727272727272727,2.1641443269425565e-06,0.24290964652918098,3.973103115217939e-05,1
POLL,12,0.7575757575757576,9.41402782220012e-06,0.24898978408616157,4.231907676896273e-05,0
EHMT2,66,0.4428904428904429,0.0003941677385903048,0.30528794354414135,0.0001839500522328603,0
UHRF1,38,0.6002844950213371,4.4655150782526064e-05,0.2808666200356194,0.00010189042398837122,0
ATP2C1,3,0.0,0.00019874714537067002,0.2477152184472616,4.779834069963539e-05,1
TMEM165,1,0.0,0.0,0.19840965007963168,2.6660930053740445e-05,0
CFL1,72,0.17762128325508608,0.001715258166449442,0.32163845374936956,0.0002976927054073433,1
PKP2,22,0.3593073593073593,0.00011094682632464372,0.2878313891032229,0.00010840918662001653,0
RANGRF,11,0.41818181818181815,0.00017905179249221481,0.2495729128627044,6.013323085652766e-05,0
HCN4,16,0.4083333333333333,0.0008162119514162191,0.2550959560856261,0.00011576077671305336,0
DLG1,40,0.2064102564102564,0.0001640519770019137,0.28875235662190096,0.0001785466316662622,0
GJA5,10,0.4,1.57687425276769e-05,0.24801574695016873,7.932190667241729e-05,0
ANK1,52,0.21040723981900453,0.0008490044762308717,0.3213392359917353,0.00022346590757544568,0
ANK2,53,0.22714078374455732,0.001962698559176321,0.3225083066184921,0.00021233138927410637,0
SCN7A,12,0.5,9.566501627052892e-05,0.2712384718412814,6.434074330808647e-05,1
FGF12,3,1.0,0.0,0.267772675120168,2.566006815096667e-05,0
DPP6,10,0.4222222222222222,7.939130673323209e-05,0.25830603413023123,6.830705259910554e-05,0
SLC23A1,9,0.4166666666666667,2.466140830747722e-05,0.24803417034542577,4.818730699349311e-05,1
GOLT1B,5,0.8,0.0,0.2303312946325676,3.491109585447066e-05,0
GOLT1A,5,0.8,0.0,0.2303312946325676,3.491252729712782e-05,0
MATR3-2,52,0.5799396681749623,0.00020562486162182457,0.27628828341709966,0.00014395420745823856,0
MATR3,36,0.6,8.030123105251474e-05,0.26993015369362344,0.00010993289292643486,0
BMP15,9,0.4722222222222222,5.160336567463407e-05,0.24513283094093494,5.432246914012895e-05,0
GDF9,9,0.5,1.8887077762407764e-06,0.2547456386646245,5.143526079357357e-05,0
INSL3,8,0.8571428571428571,6.689173374186083e-07,0.24789299422332564,3.9868355847316123e-05,0
AMHR2,19,0.47368421052631576,0.00024231038697005689,0.2601238153047435,8.407136130210088e-05,0
EREG,25,0.48,6.350288046626214e-05,0.29622391777768997,8.504945333050087e-05,0
BTC,15,0.780952380952381,1.4362048715164236e-06,0.2903341256614215,6.325452076095644e-05,0
AREG,27,0.4045584045584046,2.3461291907990894e-05,0.2979863161461913,9.300732807013922e-05,0
GPHA2,6,0.8,0.0,0.2322000000827623,4.239031944866924e-05,0
TSHR,31,0.23010752688172043,0.0003090537456652599,0.29043514072398857,0.00014377328018822194,1
CGA,18,0.42483660130718953,9.145971378396819e-05,0.27100365239754254,9.922464628592458e-05,0
ESR1,192,0.14228839441535776,0.006822716326538926,0.3731461353537108,0.0006097207450607853,1
GPHB5,5,0.7,1.1804423601504852e-07,0.23449384342830576,3.775448313077306e-05,0
DENND1A,1,0.0,0.0,0.22892584051855397,1.841895386578888e-05,0
HSF2,1,0.0,0.0,0.22892584051855397,1.863031015446916e-05,0
CGB8,7,1.0,0.0,0.2621593301117604,4.433660940137414e-05,0
CGB3,7,1.0,0.0,0.2621593301117604,4.398486289370353e-05,0
LHB,2,1.0,0.0,0.22971857092075323,2.4540535790454584e-05,0
CGB5,11,0.509090909090909,6.340741453253257e-05,0.2658256509187264,5.739868456159793e-05,0
SPI1,39,0.21592442645074225,0.00015067281050190254,0.31030010543245046,0.00012565506912105555,0
TET2,27,0.38461538461538464,5.761870320156758e-05,0.3110806497801424,8.18645403790107e-05,0
DNMT3A,73,0.310882800608828,0.0005459545915695994,0.3141143933386756,0.00021619249171243613,1
CDKN1B,99,0.23623995052566482,0.0020735740671083713,0.3347852011487038,0.00028303941138682045,0
SLA,2,1.0,0.0,0.260049532802969,2.0086873710454e-05,0
SLAMF1,30,0.31724137931034485,0.0002294566812706405,0.2924959267547629,0.00010439312079078836,0
ASXL1,44,0.5021141649048626,0.0003223001123997542,0.3084179932747426,0.0001186564972838016,0
PTPRJ,11,0.3090909090909091,4.497485392173349e-05,0.29328379457093734,4.771582177479581e-05,0
NPM1,98,0.12223858615611193,0.00402856122261668,0.3460379992942644,0.0002791519005085465,1
MRPS36,5,1.0,0.0,0.233727845526398,2.8270124391505907e-05,0
ABCG1,20,0.3526315789473684,0.00019345974729916265,0.28433460129351024,7.894021282672352e-05,0
SAA1,38,0.3940256045519203,0.0005923246627808998,0.30372359854371805,0.00013110346750856908,0
ICAM1,125,0.2366451612903226,0.002003427099608068,0.33977030064345587,0.0003603006401429978,1
CAV1,106,0.17681940700808627,0.005134167963792474,0.35670920887295654,0.00035232386862329214,0
TLR2,134,0.19964089327797105,0.002114901845988223,0.33750363893431146,0.0004255074348750614,1
OLR1,5,0.4,6.492432980827669e-07,0.2592083841006693,3.153159382652701e-05,0
SLC27A1,15,0.4666666666666667,2.3185855357289113e-05,0.2767615627885938,6.770475290479647e-05,0
MSR1,6,0.3333333333333333,1.2517607527429104e-05,0.2713413333578125,3.266649273489226e-05,0
ACSL1,46,0.21835748792270532,0.0014322339945771398,0.28866082656821984,0.00020261996888285371,1
CD47,27,0.2621082621082621,0.0002111319531325822,0.3059686613387815,0.00010429102884407208,0
SCARF1,2,1.0,0.0,0.2611886734347717,2.0376379967827085e-05,0
TLR6,20,0.5526315789473685,6.236670469461731e-06,0.2933439148286976,7.445481794295873e-05,0
GYPA,32,0.2560483870967742,0.0011971784096121744,0.2897378880505124,0.00014567407970601543,0
OCLN,40,0.26153846153846155,0.0012110699208865564,0.316866732153556,0.00018329069145728907,0
CLDN7,13,0.3717948717948718,2.478928956316019e-06,0.2819099992561947,7.019954898094697e-05,0
CLDN1,4,0.5,9.443538881203882e-07,0.25794020866667605,3.4902934734530526e-05,0
PDZK1,17,0.23529411764705882,0.00013931679104692705,0.2767004033912592,0.0001051246547356924,0
CD81,34,0.22638146167557932,0.0002295812835197675,0.3052600336300584,0.0001328240663213199,0
NAXE,4,0.5,7.528763002843116e-05,0.24883515509664064,3.5204736677463365e-05,0
YJEFN3,1,0.0,0.0,0.19335433442527777,2.4822972539790603e-05,0
DCK,59,0.3325540619520748,0.0002276974942533607,0.27644840633559725,0.00020170087950780233,1
ADK,55,0.31717171717171716,0.00035945945419532465,0.27816028000584153,0.00021171324674097136,1
TYMP,48,0.22783687943262412,0.0007431606038589619,0.2766163533419039,0.0001752887380795064,1
MTAP,25,0.09333333333333334,0.0007487133828610659,0.2897797964467243,0.00011623934021484548,1
PDE1C,42,0.3321718931475029,4.893917284790553e-05,0.2909412722500832,0.0001416247633658589,1
PDE7B,21,0.37142857142857144,3.379016255930764e-06,0.2690167580720369,7.114227552911891e-05,1
AK6,25,0.47333333333333333,0.000125426919275823,0.2697629602663497,7.984138462205603e-05,0
PDGFRA,98,0.2461603197980223,0.00018452773344069064,0.32619453592010045,0.000281583292936058,1
PDGFRB,107,0.23858226062422852,0.00027691374315524594,0.32680112239235176,0.0003067657019283682,1
EGFR,419,0.07332336047321601,0.03013793324702073,0.39590182608372326,0.0013206017609652236,1
SOS2,30,0.5609195402298851,9.246798487845468e-07,0.2993129949971723,9.806944059620137e-05,0
PLCG1,141,0.18074974670719351,0.002543904110725914,0.33917207298606233,0.0004305880524131737,0
NCK1,68,0.2392449517120281,0.0009823149470188943,0.3143707005890775,0.00024466695279991567,0
SOS1,75,0.32756756756756755,0.00010357725909009314,0.3168066037373214,0.00022875630715395767,0
PTEN,174,0.15228224038269883,0.00505553214016974,0.35749850119808585,0.0005151675754051015,0
RASA1,34,0.33868092691622104,0.00020926783790551124,0.30143865678343607,0.00013647546504304546,0
PVALB,39,0.22267206477732793,0.0007611951399168164,0.30703779321288477,0.00015649296619955533,1
NOVA2,2,0.0,6.728521452857766e-06,0.22846637024906752,2.3440351407343294e-05,0
PCDH10,7,1.0,0.0,0.24225170504402332,4.2842682157279524e-05,0
SPTAN1,37,0.2222222222222222,0.0006575555797021597,0.29218025911709156,0.0001748525390247818,0
SLC25A22,12,0.6212121212121212,4.121711240858778e-05,0.2565069139498711,6.304525669497125e-05,0
CDKL5,14,0.4835164835164835,7.895191985473162e-05,0.26217305285726455,7.190482238722896e-05,0
KCNQ2,45,0.22121212121212122,0.0004371784675850102,0.28727832755657934,0.0002042019075433996,1
STXBP1,40,0.2717948717948718,0.00036739746063782865,0.26529060630764495,0.0001766249059511885,0
CLCN2,9,0.5833333333333334,5.980907958095792e-06,0.24188901776225163,4.838328458194946e-05,1
GABRD,25,0.32666666666666666,0.000522306396287918,0.25204076095939926,0.0001403542833482147,1
CACNB4,53,0.46153846153846156,0.0005372193181044858,0.2874184552843557,0.00018124701096331762,1
GABRG2,29,0.31773399014778325,0.00047545431111288973,0.25882662403933554,0.000151972928838642,1
SCN11A,15,0.2571428571428571,0.0005872405631158627,0.2515723543013302,0.00012348350279582995,1
SCN3A,15,0.5523809523809524,6.8613212183746956e-06,0.25649377793748057,7.544858894337623e-05,1
KCNQ3,30,0.3103448275862069,0.000333620882534253,0.2830171216468996,0.00013665334238963597,1
NFASC,14,0.6703296703296703,7.082654160902911e-07,0.25546678237153775,7.304858903153569e-05,0
PRRT2,7,0.42857142857142855,1.4568626128190572e-05,0.2540607690872062,3.993123933449708e-05,0
KCNA1,27,0.18518518518518517,0.00047709545389415444,0.2801753140595297,0.00015136631613967905,1
KCNT1,6,0.6,5.495614987811703e-06,0.23635288574324867,3.597394805858325e-05,0
ARX,7,0.9047619047619048,5.080820658481047e-06,0.24119011854883862,4.193526996372614e-05,0
ATP1A2,30,0.4459770114942529,0.00033235518600364727,0.28680127132505984,0.00014501716804069578,1
PCDH19,12,0.5303030303030303,3.9938299851758084e-05,0.2664549663129852,6.412052844712595e-05,1
USH1C,15,0.6857142857142857,4.4109196190956466e-05,0.23869011374580898,9.798158117658325e-05,0
ABCC8,22,0.21645021645021645,0.0002516637531709715,0.2928037182067278,0.0001035516706466991,1
KCNJ11,37,0.11861861861861862,0.0018796888687085706,0.3090269320860825,0.0001673426710920248,1
HNF1A,29,0.19704433497536947,0.0006541965653862205,0.30176556721103676,0.00014991757519650968,0
NEUROD1,18,0.477124183006536,2.214313127248952e-05,0.28186240478264346,9.615613557060709e-05,0
SLC2A2,31,0.2021505376344086,0.000566351651851033,0.3138781727007071,0.00014873360197847454,1
WFS1,8,0.25,1.705739210417451e-05,0.25813962127484513,4.660908617177128e-05,0
ABCC9,11,0.3090909090909091,0.00015455433451253624,0.25135141654506227,6.634554630535974e-05,1
KCNJ8,12,0.22727272727272727,6.253393402897196e-05,0.26011706059647793,6.285928571521882e-05,1
PAX4,10,0.6,1.5825797241750835e-05,0.2784928133551215,6.443507062181492e-05,0
SLC30A8,15,0.3904761904761905,0.00010428224549962745,0.29068798617441566,7.464014529683835e-05,0
ENSA,8,0.6071428571428571,1.108632116574664e-05,0.26755096163382386,4.116485224465997e-05,0
ABCA2,17,0.8897058823529411,2.2023447533196485e-05,0.26113420238713153,8.101148325419935e-05,0
ABCG5,34,0.3404634581105169,0.0005469002570603422,0.28582742691235424,0.0001386636872432489,0
GABBR1,41,0.22926829268292684,0.0007477184229717652,0.2766316313708643,0.0001797591643294638,1
RAMP3,17,0.7573529411764706,8.263096521053397e-07,0.2687280825080579,8.224348018232105e-05,1
GABBR2,52,0.1870286576168929,0.0016917968745414518,0.2788028612978476,0.0002515000113471555,1
GRM1,46,0.17294685990338166,0.0007358779302981445,0.301103402776553,0.000204066971479965,1
RAMP1,22,0.5064935064935064,7.57155403839857e-05,0.27502904847538207,9.83877288346679e-05,1
RAMP2,19,0.6374269005847953,0.00020090637118777864,0.26875692218207675,0.00010137996393542954,1
CALCR,23,0.47035573122529645,0.00010275750745109974,0.277697604889398,0.0001014529293442583,1
CALCRL,19,0.5964912280701754,0.00012955846753634972,0.29170378577665595,8.81853654829672e-05,1
CASR,29,0.1724137931034483,0.001112400350908789,0.2865551392731174,0.0001433935560700073,1
GABRA6,19,0.4678362573099415,0.00026128599790947596,0.24764785294000757,0.00010193703230711138,1
GABRG3,19,0.5380116959064327,2.924054096289431e-05,0.2553886241126473,8.985532484969476e-05,1
GABRG1,22,0.6103896103896104,1.0864988223218434e-05,0.24744597607752497,0.00010476489188836461,1
GABRA3,17,0.625,2.837980174195125e-06,0.24652641950066118,8.140549746656543e-05,1
GABRA4,17,0.49264705882352944,4.5242092956045325e-05,0.25060939189838544,8.424467185019837e-05,1
GABRA5,24,0.4311594202898551,0.00022218220522621313,0.2565003457754939,0.00012095858423155874,1
GABRB1,22,0.6233766233766234,9.600603295235015e-05,0.253040341616449,0.00010971378256858026,1
GABRA2,18,0.48366013071895425,0.0002716591351492983,0.24710414928142396,9.263571770806617e-05,1
GABRB3,31,0.3548387096774194,0.00045488182398071143,0.2706960681953889,0.00014769872274082968,1
GPR156,2,1.0,0.0,0.2195001315533869,2.3807758851819325e-05,0
KCNJ9,27,0.6125356125356125,0.00017529569048234706,0.2779210388583183,0.00010915126285402309,1
KCNJ3,28,0.5529100529100529,0.0002580988035370696,0.28267370272795,0.00011825703299665997,1
KCNJ6,29,0.42857142857142855,0.00019821758581188028,0.2920184241486274,0.00010984695132304812,1
MPDZ,4,0.0,5.09164138011576e-05,0.23023600265630148,3.621359036415297e-05,0
LGI1,15,0.2571428571428571,0.00014859801910361024,0.2705060085757977,0.00010117950704025546,0
ATF5,16,0.15833333333333333,0.0002463586484640619,0.27655525809807474,7.279014793343289e-05,1
GPKOW,2,0.0,8.986117466645569e-06,0.23408286410324972,2.6786700876441666e-05,0
SLC38A2,7,0.38095238095238093,5.7280965526302296e-05,0.2344663999150426,6.645140446179438e-05,1
SLC38A1,6,0.4,7.094458584504417e-05,0.22972383909116764,5.905645288581324e-05,1
SLC38A4,2,0.0,0.00019770442128587044,0.2008845483519576,5.4856222085907395e-05,1
SLC38A5,3,0.3333333333333333,4.052852103183333e-06,0.2219267563987497,3.827241956054427e-05,0
SLC38A3,4,0.16666666666666666,9.345168684524674e-06,0.23056456298785538,4.538341156529405e-05,1
PTPN6,72,0.2312206572769953,0.0003904854142279466,0.31442003840579946,0.0002579477763261749,1
DNTT,18,0.5555555555555556,6.569325684565249e-05,0.31111929693978835,6.0889490956556164e-05,0
SPN,36,0.42857142857142855,9.007267058931597e-05,0.299089573736127,0.00011744235521611704,0
TNFRSF8,42,0.34843205574912894,9.715368524694089e-05,0.2959526103811376,0.00012896017030097293,1
MME,55,0.2080808080808081,0.000678385468848982,0.3116807618024943,0.0002010306659661043,1
BCL2,216,0.12618432385874245,0.00789008739201715,0.36944412493805284,0.0006570603882196272,1
CD7,34,0.5169340463458111,4.111710270863058e-05,0.2873360106583204,0.00010833592626842389,0
CXCR5,83,0.4687040846312078,0.00025183262200860414,0.3017019457734584,0.00019249315904606862,0
ITGAX,115,0.26819221967963386,0.0010271832332275584,0.32086575494315533,0.00030534564897892073,1
CD40LG,99,0.2989074417645846,0.00016811630562804295,0.3097531773886133,0.0002608210648659785,0
CD5,66,0.36083916083916084,0.00017220325939940837,0.3085890146197087,0.000193318724462097,0
CD37,7,0.5714285714285714,2.233003464618001e-06,0.2594433567358292,3.4152662660858844e-05,0
SIAE,1,0.0,0.0,0.22869587460492605,1.827654116975286e-05,0
BLNK,33,0.4810606060606061,8.845612035722102e-05,0.29221435249621835,0.00011359384211080072,0
SIGLEC15,1,0.0,0.0,0.22869587460492605,1.8379333497908893e-05,0
NOX5,15,0.638095238095238,1.855261909369846e-05,0.27725948693765023,7.117859767911e-05,0
GPR42,2,1.0,0.0,0.2361912712166741,2.2049251698781434e-05,0
GALR1,10,0.5111111111111111,7.87945275400449e-06,0.26280585590225536,5.599092106962082e-05,0
FFAR2,16,0.325,0.0003692276147255699,0.26525548150541167,9.939250941558383e-05,0
GALR2,7,0.3333333333333333,1.9742898473516864e-05,0.24113205920683561,5.13586944529703e-05,0
FFAR1,16,0.2833333333333333,0.0001908906456625574,0.2826099027668321,8.245209674199483e-05,1
FFAR3,9,0.5,2.9186437354720746e-05,0.26046877121978174,5.4886057806666066e-05,0
CD72,10,0.6222222222222222,2.9560244102101734e-06,0.255721127426998,4.7795878507340156e-05,0
CD200R1,1,0.0,0.0,0.22869587460492605,1.9243723530130095e-05,0
GABRR1,8,0.6785714285714286,2.7286253055534087e-05,0.2288787644191922,5.646330807567008e-05,1
GABRR2,11,0.6363636363636364,0.0001715789365511507,0.2288944543009018,6.899473287443612e-05,0
GABRE,16,0.44166666666666665,8.959393563214389e-05,0.24612663710583466,8.114163158438569e-05,1
GABRR3,2,1.0,0.0,0.18615353744718302,2.86037212581902e-05,0
POLQ,19,0.47368421052631576,0.00015477730695834246,0.272826778613421,6.0515109511853794e-05,1
RPA2,82,0.3905450165612767,0.0005892850237035121,0.30027302168975917,0.00019994453607918896,0
RBBP8,67,0.4283129805517865,0.00014015293771870032,0.2851602141758815,0.00016527124525416207,0
RNF146,7,0.5714285714285714,1.967403933584142e-08,0.25795349325497297,3.94452694129307e-05,0
NBN,52,0.6040723981900452,3.138009274066707e-05,0.29846576495948884,0.0001281789442254156,0
RAD50,37,0.6981981981981982,0.00023326360788212584,0.2961538553562667,9.163579738942021e-05,0
PRKDC,87,0.3172948409516172,0.0012603927375015108,0.3275705691161009,0.0002407078053845169,1
TP53BP1,108,0.2971616476289374,0.00035929878287408205,0.31155474009611733,0.0002523793993062356,0
MRE11,69,0.514919011082694,0.00010040645975046669,0.3000661415561922,0.0001646286494867877,0
KIF23,63,0.72452636968766,0.00022950422686570212,0.29217173701532345,0.000147765624203881,0
RACGAP1,54,0.6575821104122991,9.709630263221137e-05,0.2924361535461658,0.00013121740645979696,0
TOP1,52,0.22699849170437406,0.0014618753940915017,0.30794392706724355,0.00016135341937081142,1
CHFR,5,1.0,0.0,0.25762178853407314,2.9489748093744742e-05,0
POLR2A,82,0.30472749171936164,0.0015341307628072966,0.2993129949971723,0.00022983041908130074,0
SPG11,1,0.0,0.0,0.17947303550310612,2.5686559243118324e-05,0
